"codice_tipologia","provincia","regione","soggetto","formato","prodotto","produttore"
"L7","CA","Sardegna","Salute","Sql server","SISaR SIO AS","Engineering"
"L7","SS","Sardegna","Salute","Sql server","SISaR SIO AS","Engineering"
"L7","BS","Lombardia","Salute","DBMS Sql","SISCA","Gruppo SE.CO.GES"
"L8","PR","Emilia Romagna","Salute","Sql server","Sisifo","LUI ASSOCIATI S.R.L."
"L7","RO","Veneto","Salute","Dbms oracle","SI (Sportello Integrato)","GPI"
"L7","OG","Sardegna","Salute","Rdbms oracle","SISP SISaR","Engineering ingegneria informatica s.p.a."
"L7","OR","Sardegna","Salute","Rdbms oracle","SISP SISaR","Engineering ingegneria informatica s.p.a."
"L7","CA","Sardegna","Salute","Rdbms oracle","SISP SISaR","Engineering ingegneria informatica s.p.a."
"L8","CR","Lombardia","Salute","Dbms mysql","SISR","CSAmed srl"
"L8","CO","Lombardia","Salute","Dbms oracle","SISS","Lombardia informatica"
"L8","CO","Lombardia","Salute","Dbms oracle","SISS","Lombardia informatica"
"L8","MI","Lombardia","Salute","Mysql","Sistema H","S.I.A."
"L34","PD","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VE","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L7","CI","Sardegna","Salute","Oracle, Sql Server","Sistema PACS","R.T.I. Noemalife S.p.a. e Athena s.r.l."
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica srl"
"L34","TV","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica srl"
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica srl"
"L34","VR","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica srl"
"L34","TV","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"C7","PD","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","PD","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"C7","TO","Piemonte","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","PD","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","IM","Liguria","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TV","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TV","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TV","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","BL","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VR","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","RO","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VR","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TV","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","PD","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","RA","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TV","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TV","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VR","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","PD","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","RA","Emilia Romagna","Sicurezza","Licenza d'uso","Sistema password","Cba informatica s.r.l."
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VR","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"C7","TO","Piemonte","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TV","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","MB","Lombardia","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","PD","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TV","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"C7","TO","Piemonte","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","BZ","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","VI","Veneto","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TS","Friuli Venezia Giulia","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","PN","Friuli Venezia Giulia","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","FC","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","PR","Emilia Romagna","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Sicurezza","Firebird","Sistema password","Cba informatica s.r.l."
"L34","FE","Emilia Romagna","Sicurezza","Firebord","SISTEMA PASSWORD","Cba Informatica s.r.l. viale Trento, n. 56 - 38068 Rovereto (TN) P.IVA 01854700224"
"L7","BO","Emilia Romagna","Salute","Oracle","Sister","Regione Emilia Romagna"
"L7","BO","Emilia Romagna","Salute","Mysql","Sister","Studio Magdala"
"L7","RC","Calabria","Gestione SDO","Sql server","SisWeb","Iasi"
"L7","TE","Abruzzo","Salute","Oracle","SISWEB","Iasi s.r.l."
"L7","TE","Abruzzo","Salute","Oracle","SISWEB","Iasi s.r.l."
"L7","TE","Abruzzo","Salute","Oracle","SISWEB","Iasi s.r.l."
"L7","AQ","Abruzzo","Salute","RDBMS Microsoft SQLServer","SisWeb ADT","Iasi"
"L7","AQ","Abruzzo","Salute","RDBMS Microsoft SQLServer","SisWeb CUP","Iasi"
"L7","AQ","Abruzzo","Salute","RDBMS Microsoft SQLServer","SisWeb PS","Iasi"
"L7","MI","Lombardia","Salute","Dbms oracle","SIT","Gpi Spa"
"L7","BS","Lombardia","Salute","Dbms oracle","SIT","GPI s.p.a."
"L7","MN","Lombardia","Salute","Dbms oracle","SIT","GPI s.p.a."
"L7","MI","Lombardia","Salute","Oracle","SIT Consultori","GPI"
"L7","CR","Lombardia","Salute","Oracle","SIT Consultori","Santer Reply S.p.a. - Milano"
"L7","PT","Toscana","Salute","Mysql","Sitef","Sdipi"
"L7","PI","Toscana","Comunicazioni","Dbms mysql","Siti Web esterno e interno","Estav Nord Ovest"
"L34","PC","Emilia Romagna","Comunicazioni","Mysql","Sito istituzionale","CSAmed srl"
"L7","PI","Toscana","Comunicazioni","Dbms mysql","SitoWeb","Estav Nord Ovest"
"L7","MI","Lombardia","Comunicazioni","NSF IBM Domino","Sito Web","IBM Italia Spa"
"L7","MI","Lombardia","Salute","Oracle","SIV","Invisiblefarm"
"L7","MI","Lombardia","Salute","Non noto (database in outsourcing)","SIVIAN","Invisiblefarm"
"L7","VA","Lombardia","Salute","Mysql","SIVIAN","Invisiblefarm srl"
"L8","GE","Liguria","Salute","Dbms oracle","SO","Csio srl"
"L8","GE","Liguria","Salute","Dbms oracle","SO","Csio srl"
"L8","BO","Emilia Romagna","Bilancio","Dbms oracle","SO4","Data processing"
"L8","PZ","Basilicata","Gestione del personale","Dbms oracle","SO4","Data Processing Spa"
"L8","PV","Lombardia","Salute","Microsoft sql server","SOFIA","SANTA LUCIA"
"L34","TN","Trentino Alto Adige","Salute","Microsoft sql","Software TGR - Suite Bustermed","Spid spa"
"L8","GE","Liguria","Salute","Dbms oracle","SOLDANELLA","Noemalife spa"
"L8","GE","Liguria","Altro: gestione accessi","Microsoft sql server","SOLDANELLA","Noemalife spa"
"L8","GE","Liguria","Salute","Dbms oracle","SOLDANELLA","Noemalife spa"
"L8","GE","Liguria","Salute","Dbms oracle","SOLDANELLA","Noemalife spa"
"L8","GE","Liguria","Salute","Dbms oracle","SOLDANELLA","Noemalife spa"
"L8","GE","Liguria","Bilancio","Dbms oracle","SOLDANELLA","Noemalife s.p.a."
"L7","BS","Lombardia","Salute","Dbms oracle","SOLDANELLA","Praezision-life"
"L7","BS","Lombardia","Salute","SQL-Server","SOLDANELLA","Praezision-life"
"L7","PD","Veneto","Salute","Oracle","SOLINFO","Solinfo s.r.l."
"L34","PD","Veneto","Comunicazioni","Microsoft sql","SolutionDOC","2C SOLUTION S.r.l."
"L7","MI","Lombardia","Comunicazioni","DB Embedded nell'Appliance","Sophos Email Appliance","Sophos Ltd"
"L34","BO","Emilia Romagna","Previdenza e assistenza","Ms sql server","Sosia ASP","Softech Engineering SRL"
"L34","MB","Lombardia","Previdenza e assistenza","Firebird","SOSIA RSA CDI/SDO","Cba informatica s.r.l."
"L34","BZ","Trentino Alto Adige","Previdenza e assistenza","Oracle","SOZINFO","Informatica aAlto Adige"
"L8","MI","Lombardia","Salute","Dbms oracle","SPAGIC","Open source"
"L8","MI","Lombardia","Salute","Dbms oracle","SPAGOBI","Open source"
"L8","TO","Piemonte","ALTRO: Cruscotto direzionale","Dbms oracle","Spago BI","Enginnering"
"L8","TO","Piemonte","Bilancio","Dbms oracle","Spago BI","Enginnering"
"L7","AL","Piemonte","Salute","Dbms oracle","Spartito","Dedalus"
"L8","MI","Lombardia","Salute","Dbms oracle","Spartito","Dedalus"
"L8","BG","Lombardia","Salute","Dbms oracle","Spartito","Dedalus s.p.a."
"L7","BZ","Trentino Alto Adige","Salute","Dbms oracle","SP-EXPERT","ASTRUM"
"L34","TN","Trentino Alto Adige","Salute","Mysql","Spid.exe","Spid spa"
"L34","TN","Trentino Alto Adige","Salute","Microsoft sql","SPID.EXE","Spid S.p.a."
"L7","MI","Lombardia","Salute","DBF FoxPro/Clipper","SportMed++","Giudice"
"L7","OR","Sardegna","Salute","Rdbms oracle","SPRESAL SISaR","Engineering ingegneria informatica s.p.a."
"L7","CA","Sardegna","Salute","Rdbms oracle","SPRESAL SISaR","Engineering ingegneria informatica s.p.a."
"L7","OG","Sardegna","Salute","Rdbms oracle","SPRESAL SISaR","Engineering ingegneria informatica s.p.a."
"L7","MI","Lombardia","Salute","Dbms mysql","SPSAL3","ASL Milano 2"
"L7","OT","Sardegna","Salute","Rdbms oracle","SRC SISaR","Engineering ingegneria informatica s.p.a."
"L7","OG","Sardegna","Salute","Rdbms oracle","SRC SISaR","Engineering ingegneria informatica s.p.a."
"L8","CA","Sardegna","Salute","Rdbms oracle","SRC SISaR","Engineering ingegneria informatica s.p.a."
"L7","SS","Sardegna","Salute","Rdbms oracle","SRC SISaR","Engineering ingegneria informatica s.p.a."
"L7","VS","Sardegna","Salute","Rdbms oracle","SRC SISaR","Engineering ingegneria informatica s.p.a."
"L7","CA","Sardegna","Salute","Rdbms oracle","SRC SISaR","Engineering ingegneria informatica s.p.a."
"L7","OR","Sardegna","Salute","Rdbms oracle","SRC SISaR","Engineering ingegneria informatica s.p.a."
"L7","CA","Sardegna","Salute","Rdbms oracle","SRC SISaR","Engineering ingegneria informatica s.p.a."
"L7","CI","Sardegna","Salute","Dbms oracle","SRWEB","Santer Reply"
"L7","SS","Sardegna","Salute","Dbms oracle","SRWEB","Santer Reply"
"L7","OT","Sardegna","Salute","Dbms oracle","SRWEB","Santer Reply"
"L7","OG","Sardegna","Salute","Dbms oracle","SRWEB","Santer Reply"
"L7","OR","Sardegna","Salute","Dbms oracle","SRWEB","Santer Reply"
"L7","CA","Sardegna","Salute","Dbms oracle","SRWEB","Santer Reply"
"L7","VS","Sardegna","Salute","Dbms oracle","SRWEB","Santer Reply"
"L8","TR","Umbria","Salute","Access","STI Cucina","STI"
"L34","VR","Veneto","Lavoro","Firebird","Stipendi","Cba informatica srl"
"L34","PD","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"C7","TO","Piemonte","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","RO","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VR","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","IM","Liguria","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","PN","Friuli Venezia Giulia","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","IM","Liguria","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VR","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"C7","TO","Piemonte","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"C7","PD","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","PR","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VE","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","RA","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","PR","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VR","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","MB","Lombardia","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L34","FC","Emilia Romagna","Lavoro","Firebird","Stipendi","Cba informatica s.r.l."
"L7","LO","Lombardia","Personale","Dbms oracle","Stipendi","Info Line srl"
"L34","VI","Veneto","Salute","Microsoft sql server","Stipendi del personale","24 ore software Spa"
"L34","VI","Veneto","Salute","Microsoft sql server","Stipendi del personale","24 ore software Spa"
"L34","VI","Veneto","Altro: paghe","Microsoft sql server","Stipendi del personale","24 ore software Spa"
"L34","VR","Veneto","Salute","Microsoft sql server","Stipendi del personale","24 ore software Spa"
"L34","PC","Emilia Romagna","Salute","Microsoft sql server","Stipendi del personale","24 ore software Spa"
"L34","TN","Trentino Alto Adige","Salute","Microsoft sql server","Stipendi del personale","24 ore software Spa"
"L8","BO","Emilia Romagna","Salute","Oracle","Stipendi/gestione personale","Dedalus"
"L8","BO","Emilia Romagna","Salute","Oracle","Stipendi/gestione personale","Dedalus"
"L34","VI","Veneto","Previdenza e assistenza","Firebird","Stipendi Web","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","Stipendi Web","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Stipendi Web","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi Web","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Stipendi Web","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Stipendi web","CBA Servizi Srl"
"L34","TV","Veneto","Lavoro","Firebird","STIPENDI WEB (all'interno del portale Personale Web)","Cba informatica srl"
"L34","RA","Emilia Romagna","Lavoro","Firebird","STPENDI","Cba informatica s.r.l."
"L7","VR","Veneto","Salute","Microsoft access","STPRilev","Applicazione Interna"
"L7","VA","Lombardia","Salute","Sql server","STR","24 ore software Spa"
"L8","CR","Lombardia","Salute","Dbms oracle","STR","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","CR","Lombardia","Salute","Oracle","Stratega","DOLPHIN SRL - Bonate Sotto (BG)"
"L7","VE","Veneto","Salute","Microsft SQL","Strumenti dialisi","EXALIS"
"L8","PR","Emilia Romagna","Infrastrutture","Sql server","STRVision","Innovare24 S.p.A."
"L34","VE","Veneto","Salute","Ms sql server","StudioLab","CB Sistemi SRL"
"L7","RO","Veneto","Salute","Dbms oracle","SUEM 118 - S CUS","Insiel mercato"
"L34","TN","Trentino Alto Adige","Salute","Microsoft squel","Suit bustermed","Spid spa"
"L34","TN","Trentino Alto Adige","Salute","Microsoft sql","SUITE BUSTERMED","Spid S.p.a."
"L34","VE","Veneto","Lavoro","Sql","Suite HR","Zucchetti spa"
"L34","RO","Veneto","Lavoro","Sql","Suite HR","Zucchetti spa"
"L34","BO","Emilia Romagna","Lavoro","Sql","Suite HR","Zucchetti spa"
"L34","PR","Emilia Romagna","Lavoro","Sql","Suite HR","Zucchetti spa"
"L8","BS","Lombardia","Salute","Dbms mssql","Suite Omnicom","Omnicom"
"L7","CA","Sardegna","Salute","Sql server","Suitestensa","Ebit Aet"
"L8","PZ","Basilicata","Salute","Sql server","Suitestensa","Ebit Aet"
"L7","TR","Umbria","Salute","Microsoft sql server","Suitestensa","Esaote Spa"
"L7","RO","Veneto","Salute","RDBMS Microsoft SQL Server","SUITESTENSA modulo Cardio","Esaote S.p.a."
"L7","RO","Veneto","Salute","RDBMS Microsoft SQL Server","SUITESTENSA modulo CathLab","Esaote S.p.a."
"L7","RO","Veneto","Salute","RDBMS Microsoft SQL Server","SUITESTENSA modulo Radio","Esaote S.p.a."
"L7","RO","Veneto","Salute","RDBMS Microsoft SQL Server","SUITESTENSA modulo Radio","Esaote S.p.a."
"L7","RO","Veneto","Salute","RDBMS Microsoft SQL Server","SUITESTENSA modulo Screening Mammografico","Esaote S.p.a."
"L7","RO","Veneto","Salute","RDBMS Microsoft SQL Server","SUITESTENSA modulo Screening Mammografico","Esaote S.p.a."
"L7","RO","Veneto","Salute","RDBMS Microsoft SQL Server","SUITESTENSA PACS WEB","Esaote S.p.a."
"L7","RO","Veneto","Salute","RDBMS Microsoft SQL Server","SUITESTENSA PACS WEB","Esaote S.p.a."
"L7","PI","Toscana","Salute","Dbms oracle","SupMetis","Consorzio Metis"
"L34","VI","Veneto","Previdenza e assistenza","Firebird","Svama","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","Svama","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","Svama","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","Svama","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","Svama","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","Svama","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","SVAMA / SVM","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","SVAMA/SVM","Cba informatica srl"
"L34","TV","Veneto","Previdenza e assistenza","Firebird","SVAMA/SVM","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","SVAMA/SVM","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","SVAMA/SVM","Cba informatica s.r.l."
"L34","PD","Veneto","Previdenza e assistenza","Firebird","SVAMA/SVM","Cba informatica s.r.l."
"C7","PD","Veneto","Previdenza e assistenza","Firebird","SVAMA/SVM","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","SVAMA/SVM","Cba informatica s.r.l."
"L34","PD","Veneto","Previdenza e assistenza","Firebird","SVAMA / SVM / FAR","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","SVAMA/SVM/FAR","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","SVAMA/SVM - SCHEDA NSIS","Cba informatica s.r.l."
"L7","OT","Sardegna","Salute","Sql server","SW di Cartella Clinica","CGM, Videopress, Dedalus, Mediatecnet, advmednet, e-Shark, Datagest"
